Fish_ID,Group,Water_Temp_C,Water_pH,Water_O2_mgL,Chlorides_mgL,Nitrites_mgL,Nitrates_mgL,Ammonium_mgL,Phosphates_mgL,Feed_Type,Bodymass_g,Protein_perc,Lipids_perc
758,AG,24.57,7.84,6.898,84.83,0.1656,1.725,0.1475,0.1489,1,2131.95,17.221,3.747
759,AG,23.92,7.345,7.4,98.18,0.1104,1.929,0.3241,0.1183,1,1911.07,16.212,3.046
760,AG,23.33,7.511,7.546,80.71,0.1236,0.437,0.3128,0.0626,1,1908.55,14.227,3.121
761,AG,25.75,7.324,5.667,91.45,0.1454,2.764,0.273,0.1453,1,2135.54,14.484,3.776
762,AG,23.91,7.383,4.56,101.08,0.2257,2.027,0.1967,0.1019,1,1908.05,10.0,3.371
763,AG,24.22,7.405,5.86,97.42,0.149,1.562,0.202,0.1169,1,2065.92,13.481,3.52
764,AG,23.91,7.341,7.567,99.72,0.1882,2.571,0.3029,0.1592,1,1868.9,15.45,2.926
765,AG,23.02,7.342,5.85,94.48,0.1762,1.661,0.1988,0.1967,1,2096.61,15.462,3.705
766,AG,16.65,7.478,5.667,104.36,0.151,1.853,0.182,0.1385,1,1856.74,12.955,2.889
767,AG,22.25,7.317,4.314,102.4,0.1103,1.605,0.3323,0.1622,1,1927.91,11.792,3.716
768,AG,20.33,7.626,8.603,98.57,0.1718,2.461,0.2171,0.0822,1,1942.4,11.389,3.097
769,AG,18.16,7.362,7.491,102.42,0.0951,1.758,0.3261,0.1498,1,1813.58,14.428,3.298
770,AG,27.05,7.921,7.424,101.0,0.188,1.86,0.1361,0.1376,1,1983.19,11.879,3.564
771,AG,27.19,7.432,7.661,91.48,0.146,2.282,0.2511,0.1892,1,1959.34,15.336,3.859
772,AG,26.08,7.511,7.192,84.25,0.0605,2.034,0.3443,0.1184,1,2125.34,14.21,3.76
773,AG,22.77,7.306,6.207,98.36,0.1298,1.778,0.2218,0.1303,1,1896.02,13.104,3.814
774,AG,26.05,7.756,6.303,99.37,0.1596,2.244,0.2042,0.1824,1,1779.17,14.527,3.656
775,AG,22.04,7.668,5.987,103.72,0.1329,2.815,0.1499,0.1363,1,1693.4,14.09,3.402
776,AG,22.61,7.545,9.662,87.51,0.1615,1.927,0.2849,0.0956,1,1790.25,15.059,3.208
777,AG,18.72,7.298,7.167,87.75,0.1145,1.847,0.1738,0.2421,1,1986.93,13.223,3.257
778,AG,23.19,7.532,5.943,98.68,0.1008,1.868,0.2143,0.0969,1,1782.56,14.521,2.955
779,AG,22.18,7.332,7.059,94.43,0.1379,2.324,0.1459,0.1374,1,1971.99,12.369,3.42
780,AG,18.09,7.719,5.287,79.91,0.1409,1.56,0.3134,0.1539,1,1913.01,10.632,3.151
781,AG,21.85,7.621,8.305,98.0,0.1295,1.689,0.2893,0.1507,1,1933.97,13.936,2.842
782,AG,21.76,7.514,5.707,80.18,0.1768,1.185,0.2181,0.1324,1,1998.89,13.708,3.431
783,AG,27.39,7.135,7.101,87.44,0.1145,1.326,0.1508,0.1326,1,2035.63,14.473,4.031
784,AG,24.68,7.352,7.779,105.81,0.1494,1.593,0.3122,0.1306,1,1623.18,12.536,2.837
785,AG,22.03,7.603,6.962,109.6,0.142,1.778,0.198,0.0954,1,1856.01,17.247,3.445
786,AG,22.75,7.682,6.613,85.27,0.0933,2.508,0.1537,0.226,1,2009.98,14.563,2.913
787,AG,22.13,7.666,6.513,92.36,0.1004,2.014,0.1143,0.1312,1,2129.21,15.061,3.23
788,AG,21.39,7.261,6.432,95.34,0.1404,1.435,0.1812,0.1639,1,2117.2,14.732,3.902
789,AG,18.75,7.545,5.808,109.25,0.1994,1.509,0.1327,0.1266,1,1675.45,16.722,2.943
790,AG,21.55,7.652,5.961,91.06,0.1574,2.35,0.1826,0.1258,1,1878.36,15.19,3.284
791,AG,19.76,7.251,8.276,91.18,0.0882,2.251,0.2647,0.1218,1,1745.38,15.012,3.286
792,AG,18.25,7.499,6.37,107.39,0.0467,1.811,0.1975,0.078,1,2028.45,15.297,2.534
793,AG,23.53,7.541,5.557,92.0,0.162,1.623,0.2413,0.1336,1,2057.3,10.763,3.447
794,AG,23.17,7.455,5.88,100.78,0.1371,2.25,0.1766,0.1237,1,1956.42,11.37,3.405
795,AG,16.64,7.222,7.82,83.18,0.1742,1.403,0.2239,0.1869,1,1928.96,15.206,3.531
796,AG,21.63,7.451,7.311,93.63,0.1136,1.957,0.3353,0.0921,1,2100.84,13.052,2.748
797,AG,24.99,7.451,7.172,81.72,0.1505,2.709,0.1991,0.1169,1,2148.48,15.041,3.236
798,AG,25.18,7.478,6.191,86.56,0.1654,1.882,0.2431,0.1041,1,2117.57,13.558,3.101
799,AG,25.08,7.415,7.188,101.71,0.1266,1.49,0.1261,0.1977,1,2009.27,15.504,3.323
800,AG,22.12,7.434,5.728,94.6,0.1272,1.964,0.3112,0.1052,1,1872.91,11.129,3.632
801,AG,19.46,7.494,6.188,92.45,0.1408,1.612,0.1914,0.1625,1,1987.34,14.487,3.257
802,AG,18.75,7.566,7.664,89.01,0.1563,1.242,0.283,0.1788,1,2015.34,12.438,2.947
803,AG,23.03,7.454,7.549,93.23,0.1396,2.08,0.2126,0.1342,1,1933.68,14.955,3.116
804,AG,23.14,7.439,5.322,97.41,0.1692,2.247,0.2567,0.0849,1,1871.81,10.561,3.095
805,AG,25.86,7.514,5.473,102.86,0.1261,1.676,0.2603,0.0854,1,2071.28,13.383,3.339
806,AG,25.3,7.212,6.63,74.0,0.1001,1.649,0.1929,0.1744,1,2217.75,11.539,3.281
807,AG,21.6,7.572,8.571,88.35,0.1993,1.415,0.2855,0.0896,1,1877.02,14.045,2.803
808,AG,18.27,7.5,4.201,96.27,0.1219,1.74,0.1745,0.1557,1,1809.94,15.334,3.236
809,AG,21.04,7.506,6.834,94.21,0.1229,1.575,0.2667,0.1446,1,1961.61,14.189,3.038
810,AG,22.65,7.644,4.849,98.23,0.138,1.396,0.1966,0.1551,1,1957.38,11.128,3.576
811,AG,21.39,7.207,5.739,97.14,0.142,2.557,0.241,0.1589,1,1837.27,12.715,3.46
812,AG,20.27,7.204,6.063,92.56,0.1284,1.987,0.1923,0.1027,1,2128.76,12.042,2.979
813,AG,22.76,7.541,5.995,90.79,0.1395,2.029,0.223,0.101,1,1986.72,11.239,3.236
814,AG,20.49,7.499,5.859,93.04,0.1388,2.153,0.1555,0.1686,1,1964.93,14.719,4.006
815,AG,20.12,7.526,6.509,104.19,0.1452,2.108,0.2349,0.1148,1,2089.61,15.052,3.749
816,AG,22.93,7.431,5.858,89.14,0.0693,1.635,0.2227,0.03,1,1886.33,14.024,2.877
817,AG,20.79,7.6,4.745,94.5,0.1964,1.909,0.1876,0.166,1,1873.85,15.051,3.097
818,AG,22.73,7.64,7.436,96.47,0.1356,1.692,0.2167,0.0985,1,1792.76,14.301,2.844
819,AG,22.82,7.573,7.403,107.48,0.1574,1.975,0.228,0.1587,1,1895.5,13.906,3.634
820,AG,18.58,7.461,7.512,92.6,0.0987,1.937,0.183,0.1957,1,1725.49,13.319,3.134
821,AG,20.56,7.184,4.651,102.67,0.1259,1.647,0.2123,0.1407,1,1949.51,12.932,3.466
822,AG,26.31,7.615,6.859,104.86,0.1198,1.268,0.1597,0.1798,1,2006.9,12.083,4.289
823,AG,18.51,7.683,7.311,94.49,0.1841,1.858,0.3607,0.1462,1,1862.36,12.604,2.985
824,AG,15.65,7.597,5.263,93.31,0.1224,1.718,0.2835,0.2035,1,1821.4,13.941,3.457
825,AG,16.41,7.368,6.511,92.37,0.1627,1.044,0.2364,0.0975,1,1955.1,14.555,2.969
826,AG,22.09,7.601,6.36,92.95,0.1205,2.003,0.2903,0.1397,1,1791.78,17.953,3.178
827,AG,22.09,7.629,8.711,101.83,0.1264,2.186,0.1012,0.1669,1,1965.69,13.701,3.558
828,AG,21.65,7.734,8.809,96.85,0.1326,2.811,0.0665,0.1324,1,2033.73,15.929,2.837
829,AG,25.64,7.369,4.503,96.88,0.1785,1.644,0.196,0.1861,1,1719.17,11.188,4.171
830,AG,13.98,7.466,9.493,86.0,0.0833,1.585,0.1373,0.1227,1,1977.37,15.881,2.446
831,AG,23.19,7.612,5.402,87.26,0.1005,1.356,0.2058,0.2228,1,1740.24,12.944,3.633
832,AG,26.68,7.509,7.677,112.15,0.0816,1.883,0.2323,0.2249,1,1940.88,14.801,3.513
833,AG,18.62,7.332,7.665,93.58,0.1074,1.881,0.2752,0.1513,1,1764.82,13.609,2.819
834,AG,20.86,7.562,5.305,88.8,0.1157,1.475,0.1517,0.1621,1,2079.65,13.931,3.312
835,AG,19.74,7.587,7.092,106.45,0.0916,1.73,0.244,0.1877,1,1738.3,13.474,2.613
836,AG,19.32,7.513,6.371,97.25,0.118,1.009,0.2209,0.0925,1,1686.21,12.133,2.98
837,AG,21.02,7.533,7.165,99.63,0.0796,2.171,0.2409,0.0875,1,1926.67,12.978,2.979
838,AG,26.28,7.461,6.777,93.9,0.1095,1.492,0.1888,0.1903,1,1932.66,13.182,3.978
839,AG,27.51,7.722,7.936,92.45,0.176,1.786,0.303,0.151,1,1837.5,13.543,3.632
840,AG,20.99,7.365,6.59,93.64,0.1521,1.229,0.2138,0.1309,1,1979.75,15.176,2.985
841,AG,27.72,7.412,6.299,83.94,0.1456,1.567,0.3265,0.1404,1,1778.24,12.143,3.524
842,AG,22.11,7.502,7.815,94.3,0.1099,1.688,0.1726,0.0446,1,1822.42,14.373,2.9
843,AG,27.26,7.632,7.196,97.37,0.0939,1.795,0.2646,0.1324,1,1922.63,10.519,4.062
844,AG,21.72,7.275,7.378,109.8,0.1058,1.992,0.2164,0.1099,1,1993.07,15.083,2.937
845,AG,22.39,7.303,5.702,95.69,0.1387,2.376,0.2003,0.1767,1,2070.49,12.856,3.294
846,AG,23.1,7.194,5.246,76.33,0.166,2.093,0.2579,0.1798,1,2097.36,14.452,3.218
847,AG,30.0,7.505,5.819,94.25,0.1671,2.185,0.202,0.1631,1,1993.27,15.13,3.428
848,AG,24.55,7.332,5.755,116.92,0.1589,2.378,0.0603,0.1558,1,1597.4,14.598,3.634
849,AG,19.88,7.442,7.443,101.93,0.1179,2.028,0.0362,0.0801,1,1942.27,14.484,3.022
850,AG,24.91,7.599,7.671,88.51,0.1407,1.785,0.2963,0.1636,1,2169.14,13.504,3.845
851,AG,20.91,7.404,6.314,99.73,0.1304,2.204,0.2938,0.1652,1,2044.41,14.024,3.662
852,AG,20.53,7.535,8.217,89.06,0.134,2.229,0.3332,0.1898,1,2002.52,13.443,3.962
853,AG,24.73,7.455,8.142,84.17,0.2011,2.059,0.2189,0.2247,1,1865.68,13.791,3.483
854,AG,22.09,7.601,6.792,92.21,0.0871,1.218,0.1424,0.0723,1,1873.43,15.367,3.09
855,AG,22.84,7.571,5.514,95.73,0.133,1.463,0.1948,0.1245,1,2149.46,14.542,3.013
856,AG,22.04,7.396,8.39,80.02,0.1764,1.69,0.2207,0.1103,1,1820.3,14.388,3.227
857,AG,23.01,7.475,6.427,85.81,0.096,2.112,0.1596,0.1469,1,1820.26,11.711,3.499
858,AG,23.27,7.657,6.651,95.08,0.1207,1.791,0.3189,0.1405,1,2054.47,13.772,3.6
859,AG,16.19,7.559,6.092,91.73,0.1241,2.255,0.3544,0.1306,1,1804.58,12.324,2.648
860,AG,24.0,7.29,5.432,98.16,0.1333,2.326,0.2487,0.1811,1,1782.27,13.52,3.754
861,AG,19.05,7.598,4.738,85.28,0.0921,2.28,0.2193,0.0959,1,2069.86,13.804,3.275
862,AG,17.67,7.337,7.259,100.71,0.1579,2.282,0.1423,0.0984,1,1924.51,12.737,2.88
863,AG,21.82,7.712,5.56,85.53,0.16,1.385,0.3128,0.099,1,1885.66,13.246,3.017
864,AG,22.25,7.654,10.171,108.14,0.1553,1.993,0.2246,0.1256,1,1811.75,16.141,3.322
865,AG,19.92,7.543,5.197,81.27,0.1139,1.557,0.2027,0.0909,1,2159.49,14.832,3.796
866,AG,24.49,7.524,4.991,86.26,0.1426,1.14,0.2489,0.1381,1,1950.2,13.206,3.237
867,AG,17.97,7.469,7.112,98.34,0.113,1.685,0.1849,0.1334,1,2044.2,11.953,3.256
868,AG,20.78,7.602,8.335,108.31,0.13,2.33,0.2288,0.1085,1,2010.83,16.659,2.147
869,AG,20.25,7.444,6.578,97.52,0.2046,1.984,0.1335,0.175,1,1835.3,15.945,3.407
870,AG,21.86,7.535,7.187,99.5,0.1429,2.607,0.2852,0.1376,1,1859.81,12.02,2.674
871,AG,22.84,7.631,4.288,95.14,0.1044,1.871,0.2137,0.1825,1,2074.06,11.891,3.561
872,AG,18.98,7.416,5.687,86.79,0.1454,2.779,0.2895,0.1322,1,2071.55,13.971,2.768
873,AG,24.17,7.408,5.212,91.08,0.0994,1.871,0.2079,0.139,1,1715.32,14.277,3.537
874,AG,22.19,7.321,4.226,85.3,0.104,1.809,0.2118,0.1175,1,1982.37,12.41,3.741
875,AG,16.32,7.34,6.64,84.77,0.1088,1.288,0.1473,0.1397,1,1869.02,16.469,2.447
876,AG,16.12,7.226,3.809,98.21,0.1267,2.244,0.2656,0.1685,1,1681.09,10.718,3.17
877,AG,21.96,7.609,4.913,86.01,0.1681,1.599,0.1674,0.1235,1,1953.63,12.521,3.189
878,AG,21.34,7.771,5.855,97.56,0.1574,1.541,0.1908,0.1607,1,1738.03,11.153,3.832
879,AG,21.69,7.714,5.502,84.59,0.1557,2.312,0.2201,0.1075,1,1875.38,12.495,3.38
880,AG,21.92,7.256,6.976,97.37,0.107,2.263,0.2273,0.1704,1,1828.38,16.291,3.054
881,AG,22.68,7.609,6.867,91.09,0.1238,2.253,0.1176,0.1168,1,1887.42,17.947,3.135
882,AG,24.84,7.713,7.573,106.25,0.1482,1.655,0.2062,0.1741,1,1937.49,14.613,3.952
883,AG,18.67,7.431,7.403,97.59,0.1212,1.78,0.2677,0.1424,1,1769.2,13.357,3.288
884,AG,18.48,7.515,7.869,104.89,0.1316,1.776,0.1973,0.2008,1,2066.41,14.783,2.909
885,AG,18.72,7.199,6.498,88.95,0.1532,2.113,0.2065,0.0938,1,1958.91,15.352,2.875
886,AG,22.87,7.54,6.864,95.45,0.1295,2.421,0.2297,0.081,1,2154.09,11.624,3.101
887,AG,25.73,7.34,7.114,87.15,0.1468,1.947,0.2124,0.1154,1,1978.44,13.077,3.239
888,AG,20.71,7.53,6.67,91.69,0.1878,2.59,0.1582,0.0846,1,1853.44,17.176,2.468
889,AG,14.49,7.266,6.023,92.9,0.1348,2.159,0.2178,0.0847,1,2043.04,13.232,2.536
890,AG,16.89,7.581,6.101,89.19,0.1754,1.706,0.2796,0.1649,1,1801.82,13.125,3.473
891,AG,19.5,7.654,5.519,85.28,0.1568,2.131,0.1569,0.1398,1,1882.21,14.64,3.099
892,AG,20.33,7.383,7.006,83.69,0.096,2.482,0.1975,0.1208,1,2026.19,14.837,3.147
893,AG,20.77,7.329,6.387,76.28,0.1069,2.599,0.1371,0.1245,1,1805.87,13.743,3.291
894,AG,22.12,7.177,5.704,86.55,0.115,2.275,0.2765,0.1161,1,2019.93,13.321,4.012
895,AG,21.06,7.46,5.705,100.02,0.1144,1.81,0.2145,0.206,1,1958.31,14.737,3.557
896,AG,25.15,7.413,5.048,82.21,0.1373,1.713,0.169,0.1106,1,2124.28,16.526,3.859
897,AG,19.97,7.267,7.675,84.06,0.1584,2.03,0.2255,0.0871,1,2051.45,14.588,2.729
898,AG,19.41,7.568,6.594,109.33,0.1777,2.47,0.1478,0.1718,1,2014.55,15.123,3.108
899,AG,23.44,7.433,5.465,89.91,0.1492,1.974,0.158,0.1314,1,1925.19,16.374,3.443
900,AG,17.39,7.339,7.47,97.57,0.1266,1.982,0.1324,0.2216,1,1773.33,14.778,2.988
901,AG,23.17,7.417,5.827,100.14,0.0775,1.821,0.156,0.119,1,2168.29,11.913,3.403
902,AG,22.31,7.661,4.812,100.3,0.1421,1.669,0.3014,0.1738,1,1705.92,13.182,3.828
903,AG,21.56,7.59,7.725,82.82,0.1408,1.735,0.176,0.1833,1,1796.34,16.527,3.074
904,AG,26.76,7.48,5.855,93.15,0.1455,1.854,0.248,0.1191,1,2043.95,13.623,3.577
905,AG,20.13,7.593,6.009,82.05,0.2032,2.487,0.1698,0.1103,1,2121.6,14.699,3.266
906,AG,28.18,7.326,6.549,114.57,0.1772,1.704,0.2656,0.1697,1,1972.73,11.0,3.463
907,AG,21.32,7.505,7.871,82.24,0.1636,1.821,0.1584,0.163,1,2088.27,15.159,3.522
908,AG,18.17,7.522,6.524,86.62,0.1111,1.454,0.2224,0.0836,1,1659.85,16.23,2.974
909,AG,22.21,7.43,5.061,86.68,0.1246,2.087,0.2232,0.0949,1,1865.8,11.593,3.276
910,AG,18.77,7.565,7.153,83.03,0.1372,2.347,0.3597,0.0385,1,1700.1,13.192,2.162
911,AG,19.74,7.383,5.918,105.82,0.1167,2.45,0.2578,0.1638,1,1954.8,13.142,3.215
912,AG,23.19,7.576,8.766,114.38,0.155,1.881,0.1844,0.1295,1,1738.16,14.038,3.258
913,AG,23.67,7.583,6.499,91.19,0.1507,2.03,0.2611,0.1335,1,1800.16,13.971,3.898
914,AG,20.13,7.062,3.818,84.44,0.1074,1.739,0.3483,0.0723,1,1949.46,12.836,3.429
915,AG,24.96,7.679,6.929,77.1,0.1759,2.011,0.1222,0.0961,1,2138.14,15.481,3.606
916,AG,25.47,7.043,8.834,93.05,0.1431,1.926,0.1695,0.1209,1,1986.48,13.43,2.907
917,AG,26.31,7.408,8.391,92.47,0.0881,1.823,0.2058,0.1131,1,2078.82,11.605,3.376
918,AG,23.59,7.654,8.697,89.79,0.1385,1.855,0.195,0.1447,1,2053.58,15.239,3.612
919,AG,26.09,7.452,5.276,96.77,0.1484,1.981,0.2,0.1633,1,1924.45,12.599,3.444
920,AG,16.36,7.28,7.595,98.16,0.1692,1.682,0.1417,0.2308,1,1733.44,18.665,3.402
921,AG,21.05,7.336,5.634,97.58,0.1299,1.703,0.3042,0.1392,1,1960.88,15.988,3.555
922,AG,19.4,7.654,6.769,92.47,0.1648,2.483,0.1346,0.1846,1,1976.72,18.274,3.311
923,AG,22.36,7.212,4.972,86.19,0.1456,2.884,0.208,0.1068,1,2034.69,12.211,3.247
924,AG,20.29,7.669,5.727,100.33,0.1005,1.318,0.2827,0.073,1,1915.96,14.165,2.831
925,AG,21.5,7.492,5.689,95.1,0.0975,1.296,0.2182,0.1259,1,1765.38,14.959,3.899
926,AG,27.65,7.321,7.578,102.11,0.1737,1.417,0.1612,0.0761,1,2073.01,15.551,3.51
927,AG,21.49,7.413,7.461,101.32,0.1759,1.759,0.1391,0.1406,1,1916.34,14.768,3.253
928,AG,23.24,7.347,6.832,83.63,0.1497,2.158,0.2062,0.1088,1,1914.39,16.12,3.126
929,AG,21.3,7.63,4.879,83.53,0.1849,2.037,0.1746,0.0618,1,1884.66,14.18,3.107
930,AG,22.23,7.61,6.126,88.96,0.1717,1.869,0.2323,0.2094,1,1853.4,14.169,3.564
931,AG,22.02,7.242,5.605,86.55,0.1605,2.012,0.1359,0.1185,1,2038.57,12.228,3.407
932,AG,23.34,7.439,7.544,101.04,0.1127,1.523,0.2688,0.0745,1,1770.52,14.719,3.372
933,AG,25.5,7.371,7.914,97.81,0.1919,1.702,0.2269,0.1759,1,1860.91,13.964,3.202
934,AG,26.94,7.694,7.768,103.79,0.1561,1.792,0.2314,0.1109,1,1940.88,14.612,2.954
935,AG,22.93,7.297,5.594,98.17,0.1284,1.166,0.3065,0.1836,1,2107.27,13.249,3.612
936,AG,23.77,7.741,3.5,96.67,0.12,1.335,0.1937,0.1107,1,2022.56,13.194,3.074
937,AG,18.55,7.495,4.38,104.6,0.1477,1.351,0.1765,0.1184,1,1629.87,14.066,3.099
938,AG,21.74,7.326,8.206,98.76,0.0899,2.106,0.1871,0.1538,1,2099.19,15.896,3.122
939,AG,24.82,7.398,6.018,95.54,0.161,1.898,0.2084,0.1637,1,2111.2,13.467,3.705
940,AG,24.6,7.38,5.599,106.84,0.1114,2.044,0.2145,0.1707,1,1771.17,11.166,4.268
941,AG,22.63,7.309,8.471,95.92,0.1511,1.064,0.1702,0.1364,1,1656.31,15.996,2.58
942,AG,24.66,7.514,8.018,92.57,0.1244,1.207,0.0986,0.1611,1,1976.1,13.967,4.117
943,AG,23.47,7.316,6.529,88.3,0.1321,2.065,0.1863,0.1698,1,2093.56,12.152,3.427
944,AG,25.6,7.173,6.148,100.62,0.1173,0.689,0.2416,0.148,1,2138.82,11.7,3.717
945,AG,22.87,7.443,6.341,104.9,0.1352,2.29,0.2282,0.1343,1,1802.8,14.251,2.94
946,AG,20.93,7.23,6.773,94.6,0.1967,1.071,0.292,0.0822,1,2126.53,13.861,3.265
947,AG,23.01,7.387,8.42,105.46,0.1816,2.137,0.3373,0.164,1,1671.38,10.696,3.239
948,AG,13.21,7.364,7.007,79.24,0.1506,1.445,0.2656,0.1417,1,1821.34,14.421,2.713
949,AG,23.15,7.369,7.371,94.56,0.1392,2.22,0.303,0.1235,1,1901.9,15.329,2.68
950,AG,11.05,7.8,7.903,94.68,0.1653,3.0,0.266,0.1911,1,1952.79,14.961,2.679
951,AG,16.83,7.508,5.096,89.18,0.1739,0.891,0.3226,0.0829,1,2011.24,13.305,3.144
952,AG,23.36,7.537,7.406,114.07,0.1151,2.078,0.3311,0.2058,1,2020.68,14.781,3.483
953,AG,23.43,7.234,6.147,94.47,0.1377,1.077,0.2771,0.1391,1,1775.15,14.504,3.777
954,AG,18.51,7.402,3.5,91.74,0.0853,1.971,0.2624,0.1527,1,1948.82,14.364,3.801
955,AG,19.86,7.532,3.946,95.21,0.1737,1.717,0.2077,0.1242,1,1920.62,10.0,3.096
956,AG,26.11,7.346,5.278,78.98,0.202,1.852,0.2175,0.0733,1,1794.52,16.084,3.84
957,AG,20.55,7.636,7.137,88.92,0.1424,1.435,0.1997,0.1344,1,1683.29,15.601,3.165
958,AG,28.73,7.32,6.637,102.87,0.0762,2.112,0.2573,0.1534,1,2111.69,16.391,3.854
959,AG,21.99,7.457,6.721,89.97,0.1583,1.221,0.1768,0.167,1,1918.22,13.417,3.375
960,AG,23.22,7.412,8.841,88.37,0.1129,2.297,0.2085,0.1321,1,1836.16,12.058,3.234
961,AG,26.85,7.525,4.977,105.48,0.1201,1.636,0.0787,0.0523,1,1908.19,14.002,2.701
962,AG,22.39,7.404,6.467,105.72,0.1588,1.239,0.3234,0.0783,1,1945.1,12.87,3.067
963,AG,18.99,7.459,6.865,99.14,0.1476,2.438,0.2068,0.2221,1,1873.11,15.688,2.926
964,AG,21.67,7.465,5.616,91.36,0.1254,1.773,0.2473,0.0963,1,1729.66,15.126,3.74
965,AG,21.89,7.39,6.534,93.08,0.1205,2.563,0.3075,0.1971,1,2154.28,13.172,3.977
966,AG,17.91,7.573,4.58,88.57,0.1438,2.289,0.238,0.1026,1,1982.66,13.408,3.356
967,AG,21.23,7.536,8.192,87.04,0.1277,1.481,0.3067,0.1327,1,1919.82,14.789,3.054
968,AG,19.77,7.487,5.682,86.64,0.1067,1.766,0.1455,0.165,1,1870.49,14.101,3.064
969,AG,24.77,7.435,8.938,90.06,0.13,1.848,0.3638,0.1072,1,2049.34,12.885,3.001
970,AG,22.1,7.619,6.461,86.72,0.1502,2.411,0.2852,0.2037,1,1809.8,15.134,4.078
971,AG,21.15,7.465,7.734,82.49,0.1347,1.975,0.2326,0.143,1,2002.32,16.371,2.97
972,AG,21.68,7.454,6.436,96.76,0.0976,1.871,0.3055,0.1584,1,1755.14,14.821,2.708
973,AG,22.67,7.516,6.463,96.88,0.1697,1.72,0.1499,0.1293,1,1918.32,14.439,3.586
974,AG,23.85,7.754,5.799,108.61,0.0578,1.78,0.2027,0.1663,1,1761.45,10.126,4.13
975,AG,19.0,7.299,6.643,89.65,0.1266,2.322,0.3067,0.2032,1,1769.35,13.502,3.826
976,AG,18.88,7.615,6.882,97.37,0.1214,1.801,0.108,0.1347,1,2083.79,14.25,3.416
977,AG,25.31,7.216,5.559,97.5,0.1444,1.642,0.2536,0.2092,1,1950.5,12.907,4.145
978,AG,20.76,7.533,6.35,92.97,0.1568,1.574,0.2519,0.1155,1,1936.87,12.993,3.165
979,AG,17.75,7.736,5.768,100.95,0.1738,1.578,0.3382,0.1706,1,1605.76,13.521,2.532
980,AG,23.33,7.573,9.26,101.2,0.1186,1.239,0.125,0.1596,1,1894.23,13.975,3.268
981,AG,23.39,7.526,6.392,97.62,0.1576,1.5,0.3166,0.0973,1,1987.86,11.265,3.434
982,AG,17.41,7.416,8.354,92.95,0.1459,2.399,0.1864,0.1486,1,1925.12,17.407,2.862
983,AG,22.69,7.505,6.265,92.14,0.0887,1.717,0.1932,0.1403,1,1677.41,12.414,3.394
984,AG,24.21,7.462,6.811,84.06,0.197,2.082,0.1467,0.1059,1,2007.36,14.791,2.94
985,AG,23.12,7.382,4.914,88.55,0.0968,0.808,0.1547,0.1543,1,1973.8,15.123,3.311
986,AG,23.9,7.457,5.964,90.02,0.1526,2.027,0.2442,0.1459,1,2105.2,14.9,4.017
987,AG,17.79,7.53,6.753,86.01,0.1517,1.735,0.1533,0.1371,1,1821.09,16.454,3.573
988,AG,22.99,7.385,8.403,98.52,0.1483,1.607,0.2644,0.1373,1,1686.62,14.762,3.196
989,AG,21.09,7.379,6.766,104.57,0.1252,1.872,0.1802,0.1364,1,1773.56,15.607,3.33
990,AG,20.55,7.296,8.16,87.74,0.1648,1.602,0.1472,0.1253,1,1818.04,17.596,2.715
991,AG,24.61,7.559,7.269,97.27,0.0932,0.95,0.1883,0.1456,1,2049.61,14.688,3.685
992,AG,26.44,7.582,8.453,86.73,0.138,2.169,0.2402,0.1142,1,1701.22,11.299,3.874
993,AG,27.38,7.535,6.429,92.56,0.1231,1.897,0.2034,0.2463,1,1939.83,12.66,3.524
994,AG,25.94,7.645,9.368,89.48,0.1197,1.674,0.2221,0.0836,1,2199.26,15.532,3.318
995,AG,21.67,7.513,5.918,99.82,0.1529,1.414,0.2618,0.1166,1,1900.14,12.7,3.409
996,AG,23.06,7.559,5.58,89.57,0.1723,1.212,0.2849,0.1198,1,2044.04,15.698,3.496
997,AG,24.3,7.546,5.048,103.09,0.1297,1.89,0.2014,0.2216,1,1712.58,13.293,4.317
998,AG,22.36,7.486,9.297,93.03,0.1634,2.445,0.1573,0.0872,1,1783.0,15.757,3.525
999,AG,22.39,7.42,7.483,89.8,0.1415,1.881,0.2246,0.157,1,2128.92,16.03,3.234
1000,AG,24.47,7.832,6.099,84.97,0.1132,1.247,0.2482,0.1499,1,1984.85,13.004,3.762
1001,RG,12.25,7.254,9.951,73.55,0.1079,0.471,0.1282,0.0855,0,1808.97,14.039,1.475
1002,RG,10.1,7.309,9.15,83.56,0.1088,1.556,0.1444,0.1232,0,1446.1,17.716,1.355
1003,RG,12.81,7.114,10.052,92.83,0.1025,0.861,0.1066,0.0332,0,1762.02,16.553,1.554
1004,RG,14.01,7.092,8.324,76.44,0.0932,0.971,0.1602,0.0382,0,1580.58,14.516,1.706
1005,RG,12.65,7.327,10.062,74.95,0.0924,1.113,0.0879,0.0516,0,1653.13,16.386,1.588
1006,RG,9.36,7.186,10.219,77.05,0.0883,0.479,0.1077,0.0716,0,1486.64,18.589,1.538
1007,RG,10.61,7.082,9.813,69.74,0.0922,1.163,0.1225,0.0639,0,1720.29,17.74,1.354
1008,RG,10.63,7.445,9.161,81.12,0.0943,0.832,0.1172,0.0842,0,1662.34,16.272,1.466
1009,RG,9.47,7.205,9.856,78.53,0.0379,1.117,0.1968,0.015,0,1772.15,14.219,1.713
1010,RG,12.94,7.472,7.927,71.64,0.0563,0.769,0.1222,0.0759,0,1767.98,13.923,1.502
